Frame,Sub Frame,IM EMG1,IM EMG5,IM EMG10
1,0,-3.46E-05,-2.41E-05,-4.45E-05
1,1,-3.47E-05,-2.52E-05,-4.50E-05
1,2,-3.48E-05,-2.60E-05,-4.68E-05
1,3,-3.44E-05,-2.58E-05,-4.84E-05
1,4,-3.40E-05,-2.45E-05,-4.78E-05
1,5,-3.47E-05,-2.32E-05,-4.56E-05
1,6,-3.69E-05,-2.27E-05,-4.51E-05
1,7,-3.93E-05,-2.34E-05,-4.75E-05
1,8,-4.12E-05,-2.50E-05,-5.09E-05
1,9,-4.25E-05,-2.56E-05,-5.30E-05
1,10,-4.31E-05,-2.48E-05,-5.26E-05
1,11,-4.27E-05,-2.40E-05,-4.99E-05
1,12,-4.19E-05,-2.48E-05,-4.75E-05
1,13,-4.13E-05,-2.68E-05,-4.78E-05
1,14,-4.11E-05,-2.84E-05,-5.03E-05
1,15,-4.13E-05,-2.88E-05,-5.31E-05
1,16,-4.17E-05,-2.81E-05,-5.45E-05
1,17,-4.15E-05,-2.76E-05,-5.29E-05
1,18,-4.07E-05,-2.82E-05,-4.92E-05
1,19,-4.03E-05,-2.96E-05,-4.70E-05
2,0,-4.03E-05,-3.04E-05,-4.73E-05
2,1,-3.99E-05,-2.97E-05,-4.70E-05
2,2,-3.94E-05,-2.88E-05,-4.56E-05
2,3,-3.92E-05,-2.85E-05,-4.51E-05
2,4,-3.87E-05,-2.85E-05,-4.62E-05
2,5,-3.76E-05,-2.86E-05,-4.80E-05
2,6,-3.65E-05,-2.90E-05,-4.90E-05
2,7,-3.63E-05,-2.97E-05,-4.79E-05
2,8,-3.63E-05,-3.01E-05,-4.64E-05
2,9,-3.62E-05,-2.92E-05,-4.72E-05
2,10,-3.70E-05,-2.67E-05,-4.97E-05
2,11,-3.92E-05,-2.43E-05,-5.09E-05
2,12,-4.16E-05,-2.35E-05,-4.97E-05
2,13,-4.23E-05,-2.43E-05,-4.85E-05
2,14,-4.13E-05,-2.54E-05,-4.85E-05
2,15,-4.08E-05,-2.62E-05,-4.86E-05
2,16,-4.20E-05,-2.57E-05,-4.90E-05
2,17,-4.43E-05,-2.44E-05,-4.92E-05
2,18,-4.67E-05,-2.37E-05,-4.79E-05
2,19,-4.87E-05,-2.39E-05,-4.59E-05
3,0,-4.95E-05,-2.37E-05,-4.54E-05
3,1,-4.86E-05,-2.32E-05,-4.67E-05
3,2,-4.66E-05,-2.26E-05,-4.87E-05
3,3,-4.49E-05,-2.22E-05,-5.04E-05
3,4,-4.42E-05,-2.27E-05,-5.14E-05
3,5,-4.46E-05,-2.43E-05,-5.20E-05
3,6,-4.69E-05,-2.55E-05,-5.25E-05
3,7,-5.00E-05,-2.51E-05,-5.32E-05
3,8,-5.18E-05,-2.42E-05,-5.41E-05
3,9,-5.18E-05,-2.43E-05,-5.41E-05
3,10,-5.08E-05,-2.53E-05,-5.33E-05
3,11,-4.91E-05,-2.59E-05,-5.28E-05
3,12,-4.65E-05,-2.60E-05,-5.32E-05
3,13,-4.42E-05,-2.59E-05,-5.25E-05
3,14,-4.34E-05,-2.59E-05,-4.94E-05
3,15,-4.31E-05,-2.62E-05,-4.65E-05
3,16,-4.20E-05,-2.65E-05,-4.66E-05
3,17,-4.03E-05,-2.62E-05,-4.80E-05
3,18,-3.85E-05,-2.54E-05,-4.81E-05
3,19,-3.66E-05,-2.45E-05,-4.69E-05
4,0,-3.45E-05,-2.49E-05,-4.60E-05
4,1,-3.30E-05,-2.63E-05,-4.60E-05
4,2,-3.29E-05,-2.72E-05,-4.65E-05
4,3,-3.37E-05,-2.66E-05,-4.74E-05
4,4,-3.49E-05,-2.52E-05,-4.81E-05
4,5,-3.69E-05,-2.43E-05,-4.77E-05
4,6,-3.93E-05,-2.51E-05,-4.75E-05
4,7,-4.10E-05,-2.75E-05,-4.84E-05
4,8,-4.17E-05,-2.95E-05,-4.91E-05
4,9,-4.16E-05,-2.93E-05,-4.94E-05
4,10,-4.10E-05,-2.78E-05,-5.01E-05
4,11,-4.04E-05,-2.69E-05,-5.02E-05
4,12,-4.00E-05,-2.74E-05,-4.85E-05
4,13,-4.02E-05,-2.83E-05,-4.68E-05
4,14,-4.06E-05,-2.87E-05,-4.66E-05
4,15,-4.02E-05,-2.89E-05,-4.76E-05
4,16,-3.92E-05,-3.00E-05,-4.86E-05
4,17,-3.89E-05,-3.16E-05,-4.90E-05
4,18,-3.97E-05,-3.24E-05,-4.93E-05
4,19,-4.14E-05,-3.20E-05,-5.03E-05
5,0,-4.41E-05,-3.18E-05,-5.11E-05
5,1,-4.76E-05,-3.25E-05,-5.02E-05
5,2,-5.10E-05,-3.29E-05,-4.80E-05
5,3,-5.33E-05,-3.18E-05,-4.60E-05
5,4,-5.49E-05,-3.00E-05,-4.51E-05
5,5,-5.71E-05,-2.89E-05,-4.35E-05
5,6,-5.99E-05,-2.84E-05,-4.07E-05
5,7,-6.21E-05,-2.78E-05,-3.83E-05
5,8,-6.32E-05,-2.72E-05,-3.75E-05
5,9,-6.41E-05,-2.71E-05,-3.76E-05
5,10,-6.58E-05,-2.74E-05,-3.87E-05
5,11,-6.72E-05,-2.74E-05,-3.99E-05
5,12,-6.68E-05,-2.72E-05,-3.94E-05
5,13,-6.49E-05,-2.68E-05,-3.86E-05
5,14,-6.25E-05,-2.62E-05,-3.97E-05
5,15,-6.01E-05,-2.54E-05,-4.18E-05
5,16,-5.82E-05,-2.44E-05,-4.35E-05
5,17,-5.78E-05,-2.36E-05,-4.44E-05
5,18,-5.83E-05,-2.37E-05,-4.30E-05
5,19,-5.89E-05,-2.48E-05,-4.01E-05
6,0,-5.96E-05,-2.59E-05,-3.98E-05
6,1,-6.05E-05,-2.66E-05,-4.23E-05
6,2,-6.13E-05,-2.69E-05,-4.37E-05
6,3,-6.15E-05,-2.65E-05,-4.37E-05
6,4,-6.12E-05,-2.52E-05,-4.39E-05
6,5,-6.12E-05,-2.35E-05,-4.37E-05
6,6,-6.17E-05,-2.24E-05,-4.27E-05
6,7,-6.21E-05,-2.23E-05,-4.22E-05
6,8,-6.11E-05,-2.31E-05,-4.30E-05
6,9,-5.91E-05,-2.43E-05,-4.45E-05
6,10,-5.68E-05,-2.48E-05,-4.55E-05
6,11,-5.46E-05,-2.41E-05,-4.49E-05
6,12,-5.30E-05,-2.29E-05,-4.33E-05
6,13,-5.26E-05,-2.23E-05,-4.22E-05
6,14,-5.37E-05,-2.30E-05,-4.20E-05
6,15,-5.45E-05,-2.51E-05,-4.26E-05
6,16,-5.36E-05,-2.74E-05,-4.39E-05
6,17,-5.19E-05,-2.82E-05,-4.59E-05
6,18,-5.10E-05,-2.72E-05,-4.68E-05
6,19,-5.06E-05,-2.64E-05,-4.49E-05
7,0,-5.02E-05,-2.68E-05,-4.17E-05
7,1,-5.00E-05,-2.80E-05,-4.03E-05
7,2,-4.99E-05,-2.86E-05,-4.14E-05
7,3,-4.96E-05,-2.81E-05,-4.33E-05
7,4,-4.89E-05,-2.67E-05,-4.42E-05
7,5,-4.72E-05,-2.58E-05,-4.34E-05
7,6,-4.49E-05,-2.53E-05,-4.20E-05
7,7,-4.37E-05,-2.42E-05,-4.19E-05
7,8,-4.44E-05,-2.26E-05,-4.20E-05
7,9,-4.53E-05,-2.23E-05,-4.06E-05
7,10,-4.57E-05,-2.40E-05,-3.93E-05
7,11,-4.60E-05,-2.65E-05,-4.02E-05
7,12,-4.58E-05,-2.80E-05,-4.22E-05
7,13,-4.52E-05,-2.80E-05,-4.30E-05
7,14,-4.44E-05,-2.75E-05,-4.29E-05
7,15,-4.34E-05,-2.76E-05,-4.30E-05
7,16,-4.25E-05,-2.81E-05,-4.46E-05
7,17,-4.23E-05,-2.87E-05,-4.76E-05
7,18,-4.25E-05,-2.90E-05,-5.12E-05
7,19,-4.21E-05,-2.89E-05,-5.35E-05
8,0,-4.06E-05,-2.87E-05,-5.31E-05
8,1,-3.90E-05,-2.87E-05,-5.04E-05
8,2,-3.83E-05,-2.93E-05,-4.77E-05
8,3,-3.83E-05,-2.97E-05,-4.72E-05
8,4,-3.87E-05,-2.88E-05,-4.89E-05
8,5,-3.94E-05,-2.69E-05,-5.01E-05
8,6,-4.00E-05,-2.61E-05,-4.83E-05
8,7,-4.04E-05,-2.66E-05,-4.55E-05
8,8,-4.15E-05,-2.75E-05,-4.48E-05
8,9,-4.34E-05,-2.82E-05,-4.66E-05
8,10,-4.48E-05,-2.83E-05,-4.93E-05
8,11,-4.48E-05,-2.75E-05,-5.16E-05
8,12,-4.44E-05,-2.65E-05,-5.14E-05
8,13,-4.41E-05,-2.61E-05,-4.85E-05
8,14,-4.32E-05,-2.63E-05,-4.56E-05
8,15,-4.09E-05,-2.65E-05,-4.38E-05
8,16,-3.84E-05,-2.64E-05,-4.22E-05
8,17,-3.71E-05,-2.58E-05,-4.14E-05
8,18,-3.70E-05,-2.50E-05,-4.24E-05
8,19,-3.65E-05,-2.43E-05,-4.42E-05
9,0,-3.56E-05,-2.41E-05,-4.60E-05
9,1,-3.53E-05,-2.45E-05,-4.72E-05
9,2,-3.57E-05,-2.44E-05,-4.70E-05
9,3,-3.71E-05,-2.38E-05,-4.64E-05
9,4,-3.89E-05,-2.37E-05,-4.69E-05
9,5,-4.05E-05,-2.42E-05,-4.81E-05
9,6,-4.09E-05,-2.41E-05,-4.87E-05
9,7,-4.11E-05,-2.32E-05,-4.81E-05
9,8,-4.23E-05,-2.33E-05,-4.69E-05
9,9,-4.35E-05,-2.46E-05,-4.60E-05
9,10,-4.23E-05,-2.53E-05,-4.62E-05
9,11,-3.97E-05,-2.44E-05,-4.69E-05
9,12,-3.83E-05,-2.29E-05,-4.65E-05
9,13,-3.90E-05,-2.21E-05,-4.49E-05
9,14,-4.03E-05,-2.25E-05,-4.37E-05
9,15,-4.15E-05,-2.33E-05,-4.44E-05
9,16,-4.28E-05,-2.39E-05,-4.60E-05
9,17,-4.44E-05,-2.35E-05,-4.70E-05
9,18,-4.57E-05,-2.23E-05,-4.74E-05
9,19,-4.61E-05,-2.16E-05,-4.80E-05
10,0,-4.62E-05,-2.14E-05,-4.90E-05
10,1,-4.68E-05,-2.09E-05,-4.96E-05
10,2,-4.84E-05,-2.00E-05,-4.95E-05
10,3,-5.08E-05,-1.99E-05,-4.95E-05
10,4,-5.29E-05,-2.12E-05,-5.08E-05
10,5,-5.35E-05,-2.26E-05,-5.27E-05
10,6,-5.25E-05,-2.27E-05,-5.33E-05
10,7,-5.08E-05,-2.10E-05,-5.16E-05
10,8,-4.89E-05,-1.96E-05,-4.77E-05
10,9,-4.70E-05,-2.07E-05,-4.32E-05
10,10,-4.61E-05,-2.33E-05,-4.06E-05
10,11,-4.69E-05,-2.50E-05,-4.19E-05
10,12,-4.82E-05,-2.49E-05,-4.55E-05
10,13,-4.83E-05,-2.40E-05,-4.69E-05
10,14,-4.70E-05,-2.33E-05,-4.45E-05
10,15,-4.54E-05,-2.33E-05,-4.18E-05
10,16,-4.45E-05,-2.41E-05,-4.11E-05
10,17,-4.45E-05,-2.53E-05,-4.08E-05
10,18,-4.50E-05,-2.60E-05,-4.12E-05
10,19,-4.59E-05,-2.57E-05,-4.29E-05
11,0,-4.72E-05,-2.55E-05,-4.39E-05
11,1,-4.87E-05,-2.59E-05,-4.32E-05
11,2,-5.06E-05,-2.67E-05,-4.25E-05
11,3,-5.26E-05,-2.76E-05,-4.31E-05
11,4,-5.38E-05,-2.82E-05,-4.49E-05
11,5,-5.33E-05,-2.85E-05,-4.65E-05
11,6,-5.21E-05,-2.86E-05,-4.63E-05
11,7,-5.10E-05,-2.89E-05,-4.48E-05
11,8,-5.05E-05,-2.92E-05,-4.45E-05
11,9,-5.07E-05,-2.90E-05,-4.50E-05
11,10,-5.14E-05,-2.84E-05,-4.39E-05
11,11,-5.18E-05,-2.88E-05,-4.21E-05
11,12,-5.14E-05,-3.00E-05,-4.22E-05
11,13,-5.05E-05,-3.02E-05,-4.45E-05
11,14,-4.93E-05,-2.86E-05,-4.66E-05
11,15,-4.87E-05,-2.65E-05,-4.69E-05
11,16,-4.88E-05,-2.58E-05,-4.67E-05
11,17,-4.93E-05,-2.67E-05,-4.83E-05
11,18,-4.91E-05,-2.77E-05,-5.14E-05
11,19,-4.74E-05,-2.76E-05,-5.34E-05
12,0,-4.54E-05,-2.63E-05,-5.30E-05
12,1,-4.37E-05,-2.46E-05,-5.13E-05
12,2,-4.18E-05,-2.39E-05,-4.96E-05
12,3,-4.04E-05,-2.43E-05,-4.81E-05
12,4,-4.10E-05,-2.56E-05,-4.62E-05
12,5,-4.31E-05,-2.66E-05,-4.40E-05
12,6,-4.48E-05,-2.62E-05,-4.26E-05
12,7,-4.52E-05,-2.45E-05,-4.24E-05
12,8,-4.56E-05,-2.32E-05,-4.24E-05
12,9,-4.72E-05,-2.35E-05,-4.24E-05
12,10,-4.98E-05,-2.43E-05,-4.30E-05
12,11,-5.20E-05,-2.39E-05,-4.44E-05
12,12,-5.29E-05,-2.23E-05,-4.54E-05
12,13,-5.36E-05,-2.06E-05,-4.49E-05
12,14,-5.52E-05,-2.03E-05,-4.31E-05
12,15,-5.63E-05,-2.17E-05,-4.20E-05
12,16,-5.55E-05,-2.38E-05,-4.23E-05
12,17,-5.34E-05,-2.51E-05,-4.30E-05
12,18,-5.16E-05,-2.59E-05,-4.37E-05
12,19,-5.11E-05,-2.65E-05,-4.45E-05
13,0,-5.20E-05,-2.64E-05,-4.57E-05
13,1,-5.35E-05,-2.58E-05,-4.73E-05
13,2,-5.51E-05,-2.53E-05,-4.83E-05
13,3,-5.68E-05,-2.50E-05,-4.82E-05
13,4,-5.88E-05,-2.49E-05,-4.84E-05
13,5,-6.08E-05,-2.48E-05,-5.00E-05
13,6,-6.24E-05,-2.42E-05,-5.18E-05
13,7,-6.36E-05,-2.35E-05,-5.18E-05
13,8,-6.37E-05,-2.33E-05,-5.04E-05
13,9,-6.19E-05,-2.36E-05,-4.87E-05
13,10,-5.88E-05,-2.43E-05,-4.78E-05
13,11,-5.64E-05,-2.52E-05,-4.75E-05
13,12,-5.54E-05,-2.53E-05,-4.73E-05
13,13,-5.53E-05,-2.41E-05,-4.69E-05
13,14,-5.54E-05,-2.30E-05,-4.66E-05
13,15,-5.54E-05,-2.34E-05,-4.64E-05
13,16,-5.55E-05,-2.49E-05,-4.55E-05
13,17,-5.55E-05,-2.55E-05,-4.38E-05
13,18,-5.48E-05,-2.43E-05,-4.23E-05
13,19,-5.30E-05,-2.24E-05,-4.16E-05
14,0,-5.04E-05,-2.17E-05,-4.08E-05
14,1,-4.75E-05,-2.25E-05,-4.03E-05
14,2,-4.52E-05,-2.36E-05,-4.20E-05
14,3,-4.31E-05,-2.36E-05,-4.51E-05
14,4,-4.06E-05,-2.26E-05,-4.65E-05
14,5,-3.90E-05,-2.22E-05,-4.71E-05
14,6,-3.92E-05,-2.29E-05,-4.84E-05
14,7,-3.96E-05,-2.35E-05,-4.90E-05
14,8,-3.87E-05,-2.36E-05,-4.78E-05
14,9,-3.72E-05,-2.38E-05,-4.58E-05
14,10,-3.63E-05,-2.50E-05,-4.47E-05
14,11,-3.69E-05,-2.69E-05,-4.54E-05
14,12,-3.85E-05,-2.81E-05,-4.72E-05
14,13,-3.99E-05,-2.75E-05,-4.88E-05
14,14,-4.02E-05,-2.62E-05,-4.90E-05
14,15,-3.96E-05,-2.58E-05,-4.82E-05
14,16,-3.91E-05,-2.66E-05,-4.86E-05
14,17,-3.98E-05,-2.79E-05,-5.09E-05
14,18,-4.15E-05,-2.83E-05,-5.38E-05
14,19,-4.29E-05,-2.72E-05,-5.55E-05
15,0,-4.32E-05,-2.53E-05,-5.47E-05
15,1,-4.29E-05,-2.39E-05,-5.12E-05
15,2,-4.30E-05,-2.37E-05,-4.80E-05
15,3,-4.39E-05,-2.46E-05,-4.68E-05
15,4,-4.52E-05,-2.59E-05,-4.61E-05
15,5,-4.61E-05,-2.64E-05,-4.57E-05
15,6,-4.58E-05,-2.52E-05,-4.68E-05
15,7,-4.40E-05,-2.34E-05,-4.75E-05
15,8,-4.06E-05,-2.19E-05,-4.74E-05
15,9,-3.70E-05,-2.11E-05,-4.86E-05
15,10,-3.48E-05,-2.14E-05,-5.05E-05
15,11,-3.42E-05,-2.22E-05,-5.04E-05
15,12,-3.47E-05,-2.26E-05,-4.98E-05
15,13,-3.56E-05,-2.28E-05,-5.10E-05
15,14,-3.58E-05,-2.34E-05,-5.35E-05
15,15,-3.54E-05,-2.43E-05,-5.58E-05
15,16,-3.48E-05,-2.53E-05,-5.65E-05
15,17,-3.42E-05,-2.62E-05,-5.51E-05
15,18,-3.40E-05,-2.74E-05,-5.36E-05
15,19,-3.47E-05,-2.86E-05,-5.46E-05
16,0,-3.62E-05,-2.89E-05,-5.70E-05
16,1,-3.76E-05,-2.83E-05,-5.71E-05
16,2,-3.86E-05,-2.79E-05,-5.26E-05
16,3,-3.99E-05,-2.85E-05,-4.58E-05
16,4,-4.16E-05,-2.99E-05,-4.19E-05
16,5,-4.26E-05,-3.04E-05,-4.26E-05
16,6,-4.23E-05,-2.94E-05,-4.46E-05
16,7,-4.19E-05,-2.74E-05,-4.54E-05
16,8,-4.28E-05,-2.55E-05,-4.62E-05
16,9,-4.41E-05,-2.43E-05,-4.76E-05
16,10,-4.48E-05,-2.43E-05,-4.78E-05
16,11,-4.51E-05,-2.59E-05,-4.66E-05
16,12,-4.53E-05,-2.79E-05,-4.63E-05
16,13,-4.52E-05,-2.85E-05,-4.78E-05
16,14,-4.45E-05,-2.81E-05,-4.89E-05
16,15,-4.41E-05,-2.77E-05,-4.87E-05
16,16,-4.51E-05,-2.71E-05,-4.88E-05
16,17,-4.72E-05,-2.63E-05,-4.87E-05
16,18,-4.86E-05,-2.50E-05,-4.71E-05
16,19,-4.86E-05,-2.34E-05,-4.52E-05
17,0,-4.81E-05,-2.27E-05,-4.42E-05
17,1,-4.75E-05,-2.36E-05,-4.36E-05
17,2,-4.74E-05,-2.44E-05,-4.32E-05
17,3,-4.82E-05,-2.42E-05,-4.33E-05
17,4,-4.97E-05,-2.38E-05,-4.36E-05
17,5,-5.09E-05,-2.41E-05,-4.40E-05
17,6,-5.14E-05,-2.45E-05,-4.46E-05
17,7,-5.20E-05,-2.38E-05,-4.45E-05
17,8,-5.38E-05,-2.27E-05,-4.30E-05
17,9,-5.63E-05,-2.27E-05,-4.12E-05
17,10,-5.76E-05,-2.38E-05,-4.09E-05
17,11,-5.72E-05,-2.49E-05,-4.25E-05
17,12,-5.64E-05,-2.58E-05,-4.55E-05
17,13,-5.62E-05,-2.70E-05,-4.87E-05
17,14,-5.54E-05,-2.79E-05,-5.02E-05
17,15,-5.35E-05,-2.71E-05,-4.86E-05
17,16,-5.21E-05,-2.58E-05,-4.55E-05
17,17,-5.27E-05,-2.57E-05,-4.34E-05
17,18,-5.38E-05,-2.67E-05,-4.21E-05
17,19,-5.38E-05,-2.69E-05,-4.28E-05
18,0,-5.34E-05,-2.63E-05,-4.59E-05
18,1,-5.29E-05,-2.62E-05,-4.75E-05
18,2,-5.23E-05,-2.66E-05,-4.52E-05
18,3,-5.19E-05,-2.61E-05,-4.32E-05
18,4,-5.18E-05,-2.47E-05,-4.42E-05
18,5,-5.15E-05,-2.47E-05,-4.64E-05
18,6,-5.06E-05,-2.67E-05,-4.82E-05
18,7,-4.92E-05,-2.88E-05,-4.97E-05
18,8,-4.76E-05,-2.89E-05,-5.13E-05
18,9,-4.65E-05,-2.72E-05,-5.24E-05
18,10,-4.62E-05,-2.63E-05,-5.27E-05
18,11,-4.56E-05,-2.76E-05,-5.24E-05
18,12,-4.38E-05,-3.00E-05,-5.16E-05
18,13,-4.15E-05,-3.12E-05,-5.09E-05
18,14,-4.01E-05,-3.13E-05,-5.09E-05
18,15,-4.04E-05,-3.12E-05,-5.08E-05
18,16,-4.16E-05,-3.11E-05,-4.92E-05
18,17,-4.24E-05,-3.08E-05,-4.63E-05
18,18,-4.30E-05,-3.04E-05,-4.38E-05
18,19,-4.48E-05,-3.02E-05,-4.33E-05
19,0,-4.72E-05,-3.00E-05,-4.46E-05
19,1,-4.85E-05,-2.96E-05,-4.53E-05
19,2,-4.81E-05,-2.91E-05,-4.35E-05
19,3,-4.69E-05,-2.86E-05,-4.14E-05
19,4,-4.59E-05,-2.84E-05,-4.19E-05
19,5,-4.53E-05,-2.80E-05,-4.47E-05
19,6,-4.51E-05,-2.76E-05,-4.72E-05
19,7,-4.52E-05,-2.72E-05,-4.77E-05
19,8,-4.54E-05,-2.69E-05,-4.66E-05
19,9,-4.54E-05,-2.65E-05,-4.53E-05
19,10,-4.55E-05,-2.63E-05,-4.57E-05
19,11,-4.62E-05,-2.68E-05,-4.70E-05
19,12,-4.76E-05,-2.75E-05,-4.75E-05
19,13,-4.98E-05,-2.82E-05,-4.72E-05
19,14,-5.19E-05,-2.84E-05,-4.70E-05
19,15,-5.27E-05,-2.77E-05,-4.55E-05
19,16,-5.22E-05,-2.60E-05,-4.16E-05
19,17,-5.15E-05,-2.45E-05,-3.76E-05
19,18,-5.16E-05,-2.48E-05,-3.69E-05
19,19,-5.17E-05,-2.64E-05,-3.99E-05
20,0,-5.07E-05,-2.74E-05,-4.44E-05
20,1,-4.90E-05,-2.70E-05,-4.84E-05
20,2,-4.74E-05,-2.62E-05,-5.03E-05
20,3,-4.67E-05,-2.63E-05,-4.87E-05
20,4,-4.71E-05,-2.74E-05,-4.43E-05
20,5,-4.75E-05,-2.86E-05,-4.06E-05
20,6,-4.65E-05,-2.92E-05,-4.02E-05
20,7,-4.44E-05,-2.88E-05,-4.24E-05
20,8,-4.26E-05,-2.80E-05,-4.43E-05
20,9,-4.13E-05,-2.82E-05,-4.52E-05
20,10,-4.07E-05,-2.95E-05,-4.53E-05
20,11,-4.00E-05,-3.07E-05,-4.55E-05
20,12,-3.83E-05,-3.03E-05,-4.62E-05
20,13,-3.68E-05,-2.85E-05,-4.76E-05
20,14,-3.74E-05,-2.64E-05,-4.93E-05
20,15,-3.98E-05,-2.54E-05,-4.99E-05
20,16,-4.25E-05,-2.53E-05,-4.92E-05
20,17,-4.42E-05,-2.51E-05,-4.89E-05
20,18,-4.42E-05,-2.40E-05,-4.92E-05
20,19,-4.41E-05,-2.24E-05,-4.99E-05
21,0,-4.57E-05,-2.17E-05,-5.14E-05
21,1,-4.82E-05,-2.21E-05,-5.32E-05
21,2,-5.04E-05,-2.22E-05,-5.29E-05
21,3,-5.23E-05,-2.17E-05,-5.08E-05
21,4,-5.39E-05,-2.14E-05,-4.93E-05
21,5,-5.48E-05,-2.17E-05,-4.92E-05
21,6,-5.55E-05,-2.23E-05,-4.98E-05
21,7,-5.66E-05,-2.27E-05,-4.99E-05
21,8,-5.75E-05,-2.30E-05,-4.95E-05
21,9,-5.71E-05,-2.28E-05,-4.93E-05
21,10,-5.59E-05,-2.19E-05,-4.95E-05
21,11,-5.53E-05,-2.15E-05,-5.01E-05
21,12,-5.63E-05,-2.26E-05,-5.12E-05
21,13,-5.75E-05,-2.48E-05,-5.24E-05
21,14,-5.73E-05,-2.65E-05,-5.23E-05
21,15,-5.51E-05,-2.69E-05,-5.05E-05
21,16,-5.18E-05,-2.61E-05,-4.89E-05
21,17,-4.97E-05,-2.56E-05,-4.86E-05
21,18,-4.98E-05,-2.60E-05,-4.95E-05
21,19,-5.02E-05,-2.72E-05,-5.02E-05
22,0,-5.00E-05,-2.77E-05,-4.99E-05
22,1,-4.98E-05,-2.67E-05,-4.87E-05
22,2,-4.94E-05,-2.53E-05,-4.65E-05
22,3,-4.78E-05,-2.50E-05,-4.43E-05
22,4,-4.61E-05,-2.58E-05,-4.43E-05
22,5,-4.56E-05,-2.73E-05,-4.62E-05
22,6,-4.57E-05,-2.85E-05,-4.62E-05
22,7,-4.49E-05,-2.89E-05,-4.31E-05
22,8,-4.29E-05,-2.88E-05,-4.09E-05
22,9,-4.11E-05,-2.87E-05,-4.20E-05
22,10,-4.06E-05,-2.84E-05,-4.38E-05
22,11,-4.12E-05,-2.79E-05,-4.39E-05
22,12,-4.20E-05,-2.78E-05,-4.28E-05
22,13,-4.20E-05,-2.86E-05,-4.27E-05
22,14,-4.15E-05,-2.95E-05,-4.40E-05
22,15,-4.12E-05,-2.91E-05,-4.53E-05
22,16,-4.03E-05,-2.72E-05,-4.47E-05
22,17,-3.87E-05,-2.52E-05,-4.29E-05
22,18,-3.81E-05,-2.42E-05,-4.26E-05
22,19,-3.96E-05,-2.47E-05,-4.39E-05
23,0,-4.22E-05,-2.60E-05,-4.47E-05
23,1,-4.48E-05,-2.61E-05,-4.44E-05
23,2,-4.69E-05,-2.51E-05,-4.42E-05
23,3,-4.84E-05,-2.49E-05,-4.43E-05
23,4,-4.92E-05,-2.57E-05,-4.43E-05
23,5,-4.88E-05,-2.65E-05,-4.42E-05
23,6,-4.77E-05,-2.76E-05,-4.50E-05
23,7,-4.73E-05,-2.86E-05,-4.67E-05
23,8,-4.81E-05,-2.86E-05,-4.76E-05
23,9,-4.81E-05,-2.78E-05,-4.56E-05
23,10,-4.65E-05,-2.67E-05,-4.21E-05
23,11,-4.53E-05,-2.56E-05,-4.22E-05
23,12,-4.61E-05,-2.50E-05,-4.56E-05
23,13,-4.79E-05,-2.50E-05,-4.69E-05
23,14,-4.95E-05,-2.47E-05,-4.68E-05
23,15,-5.06E-05,-2.37E-05,-4.85E-05
23,16,-5.10E-05,-2.21E-05,-5.05E-05
23,17,-5.06E-05,-2.04E-05,-5.00E-05
23,18,-5.00E-05,-1.97E-05,-4.65E-05
23,19,-5.01E-05,-2.08E-05,-4.27E-05
24,0,-5.08E-05,-2.20E-05,-4.14E-05
24,1,-5.14E-05,-2.21E-05,-4.31E-05
24,2,-5.16E-05,-2.15E-05,-4.48E-05
24,3,-5.15E-05,-2.15E-05,-4.49E-05
24,4,-5.12E-05,-2.24E-05,-4.35E-05
24,5,-5.07E-05,-2.30E-05,-4.14E-05
24,6,-5.00E-05,-2.29E-05,-4.07E-05
24,7,-4.94E-05,-2.22E-05,-4.34E-05
24,8,-4.96E-05,-2.12E-05,-4.76E-05
24,9,-4.98E-05,-2.02E-05,-4.96E-05
24,10,-4.85E-05,-1.98E-05,-4.90E-05
24,11,-4.70E-05,-2.04E-05,-4.80E-05
24,12,-4.66E-05,-2.20E-05,-4.78E-05
24,13,-4.68E-05,-2.40E-05,-4.77E-05
24,14,-4.69E-05,-2.56E-05,-4.74E-05
24,15,-4.72E-05,-2.58E-05,-4.75E-05
24,16,-4.74E-05,-2.51E-05,-4.77E-05
24,17,-4.71E-05,-2.51E-05,-4.81E-05
24,18,-4.67E-05,-2.68E-05,-4.92E-05
24,19,-4.63E-05,-2.86E-05,-5.01E-05
25,0,-4.64E-05,-2.86E-05,-5.04E-05
25,1,-4.71E-05,-2.73E-05,-5.13E-05
25,2,-4.82E-05,-2.60E-05,-5.25E-05
25,3,-4.85E-05,-2.47E-05,-5.16E-05
25,4,-4.76E-05,-2.41E-05,-4.82E-05
25,5,-4.60E-05,-2.49E-05,-4.48E-05
25,6,-4.51E-05,-2.67E-05,-4.44E-05
25,7,-4.54E-05,-2.82E-05,-4.64E-05
25,8,-4.59E-05,-2.91E-05,-4.91E-05
25,9,-4.61E-05,-2.97E-05,-5.15E-05
25,10,-4.61E-05,-2.98E-05,-5.24E-05
25,11,-4.60E-05,-2.89E-05,-5.14E-05
25,12,-4.59E-05,-2.80E-05,-5.08E-05
25,13,-4.61E-05,-2.76E-05,-5.16E-05
25,14,-4.70E-05,-2.72E-05,-5.17E-05
25,15,-4.74E-05,-2.65E-05,-5.07E-05
25,16,-4.69E-05,-2.57E-05,-4.97E-05
25,17,-4.64E-05,-2.49E-05,-4.94E-05
