Frame,Sub Frame,IM EMG1,IM EMG5,IM EMG10
1,0,-6.15E-05,-4.24E-05,-3.67E-05
1,1,-6.61E-05,-4.06E-05,-3.54E-05
1,2,-6.90E-05,-3.88E-05,-3.47E-05
1,3,-6.88E-05,-3.72E-05,-3.45E-05
1,4,-6.64E-05,-3.54E-05,-3.54E-05
1,5,-6.35E-05,-3.33E-05,-3.71E-05
1,6,-6.05E-05,-3.16E-05,-3.86E-05
1,7,-5.75E-05,-2.98E-05,-3.94E-05
1,8,-5.54E-05,-2.83E-05,-3.85E-05
1,9,-5.42E-05,-2.76E-05,-3.53E-05
1,10,-5.51E-05,-2.86E-05,-3.16E-05
1,11,-5.98E-05,-3.14E-05,-2.96E-05
1,12,-6.62E-05,-3.30E-05,-3.01E-05
1,13,-7.20E-05,-3.06E-05,-3.14E-05
1,14,-7.63E-05,-2.64E-05,-3.15E-05
1,15,-7.73E-05,-2.52E-05,-3.13E-05
1,16,-7.49E-05,-2.81E-05,-3.29E-05
1,17,-7.13E-05,-3.13E-05,-3.68E-05
1,18,-6.81E-05,-3.16E-05,-4.32E-05
1,19,-6.55E-05,-2.98E-05,-5.03E-05
2,0,-6.35E-05,-2.90E-05,-5.45E-05
2,1,-6.22E-05,-3.05E-05,-5.54E-05
2,2,-6.11E-05,-3.29E-05,-5.53E-05
2,3,-5.85E-05,-3.50E-05,-5.53E-05
2,4,-5.34E-05,-3.52E-05,-5.63E-05
2,5,-4.70E-05,-3.29E-05,-5.90E-05
2,6,-4.23E-05,-2.96E-05,-6.22E-05
2,7,-4.04E-05,-2.68E-05,-6.45E-05
2,8,-3.99E-05,-2.40E-05,-6.58E-05
2,9,-4.09E-05,-2.07E-05,-6.48E-05
2,10,-4.30E-05,-1.66E-05,-6.16E-05
2,11,-4.38E-05,-1.24E-05,-5.86E-05
2,12,-4.27E-05,-9.70E-06,-5.66E-05
2,13,-4.13E-05,-9.81E-06,-5.34E-05
2,14,-4.07E-05,-1.02E-05,-4.91E-05
2,15,-4.13E-05,-8.91E-06,-4.54E-05
2,16,-4.15E-05,-7.48E-06,-4.21E-05
2,17,-4.02E-05,-8.09E-06,-3.97E-05
2,18,-3.81E-05,-9.79E-06,-3.82E-05
2,19,-3.64E-05,-1.04E-05,-3.45E-05
3,0,-3.54E-05,-1.05E-05,-2.77E-05
3,1,-3.56E-05,-1.25E-05,-2.20E-05
3,2,-3.73E-05,-1.69E-05,-2.05E-05
3,3,-3.95E-05,-2.21E-05,-2.13E-05
3,4,-4.13E-05,-2.64E-05,-2.13E-05
3,5,-4.31E-05,-2.95E-05,-2.34E-05
3,6,-4.49E-05,-3.24E-05,-3.02E-05
3,7,-4.64E-05,-3.52E-05,-3.79E-05
3,8,-4.79E-05,-3.68E-05,-4.17E-05
3,9,-5.04E-05,-3.66E-05,-4.17E-05
3,10,-5.35E-05,-3.56E-05,-4.16E-05
3,11,-5.66E-05,-3.41E-05,-4.36E-05
3,12,-5.99E-05,-3.14E-05,-4.68E-05
3,13,-6.27E-05,-2.83E-05,-5.04E-05
3,14,-6.36E-05,-2.59E-05,-5.38E-05
3,15,-6.16E-05,-2.44E-05,-5.53E-05
3,16,-5.80E-05,-2.42E-05,-5.52E-05
3,17,-5.56E-05,-2.48E-05,-5.54E-05
3,18,-5.57E-05,-2.52E-05,-5.70E-05
3,19,-5.71E-05,-2.56E-05,-5.87E-05
4,0,-5.79E-05,-2.68E-05,-5.93E-05
4,1,-5.81E-05,-2.71E-05,-5.89E-05
4,2,-5.81E-05,-2.48E-05,-5.78E-05
4,3,-5.76E-05,-2.26E-05,-5.60E-05
4,4,-5.54E-05,-2.31E-05,-5.47E-05
4,5,-5.14E-05,-2.50E-05,-5.39E-05
4,6,-4.71E-05,-2.62E-05,-5.22E-05
4,7,-4.47E-05,-2.62E-05,-5.02E-05
4,8,-4.45E-05,-2.61E-05,-4.89E-05
4,9,-4.51E-05,-2.66E-05,-4.74E-05
4,10,-4.57E-05,-2.77E-05,-4.53E-05
4,11,-4.68E-05,-2.85E-05,-4.42E-05
4,12,-4.74E-05,-2.82E-05,-4.41E-05
4,13,-4.64E-05,-2.73E-05,-4.35E-05
4,14,-4.42E-05,-2.74E-05,-4.15E-05
4,15,-4.20E-05,-2.86E-05,-4.01E-05
4,16,-3.99E-05,-3.04E-05,-4.11E-05
4,17,-3.75E-05,-3.24E-05,-4.26E-05
4,18,-3.52E-05,-3.39E-05,-4.21E-05
4,19,-3.44E-05,-3.37E-05,-3.92E-05
5,0,-3.42E-05,-3.19E-05,-3.47E-05
5,1,-3.33E-05,-3.02E-05,-3.04E-05
5,2,-3.18E-05,-3.00E-05,-2.80E-05
5,3,-3.03E-05,-3.13E-05,-2.74E-05
5,4,-2.91E-05,-3.16E-05,-2.82E-05
5,5,-2.89E-05,-2.89E-05,-3.05E-05
5,6,-3.04E-05,-2.37E-05,-3.18E-05
5,7,-3.45E-05,-1.75E-05,-2.90E-05
5,8,-3.90E-05,-1.32E-05,-2.55E-05
5,9,-4.08E-05,-1.34E-05,-2.63E-05
5,10,-4.12E-05,-1.52E-05,-2.94E-05
5,11,-4.15E-05,-1.66E-05,-3.17E-05
5,12,-4.13E-05,-1.94E-05,-3.30E-05
5,13,-4.21E-05,-2.08E-05,-3.35E-05
5,14,-4.51E-05,-1.86E-05,-3.31E-05
5,15,-4.78E-05,-1.54E-05,-3.28E-05
5,16,-4.69E-05,-1.39E-05,-3.30E-05
5,17,-4.26E-05,-1.50E-05,-3.40E-05
5,18,-3.77E-05,-1.77E-05,-3.64E-05
5,19,-3.44E-05,-1.81E-05,-3.93E-05
6,0,-3.28E-05,-1.44E-05,-4.02E-05
6,1,-3.30E-05,-1.01E-05,-3.89E-05
6,2,-3.51E-05,-7.37E-06,-3.82E-05
6,3,-3.81E-05,-6.72E-06,-4.00E-05
6,4,-4.05E-05,-1.05E-05,-4.26E-05
6,5,-4.13E-05,-1.81E-05,-4.41E-05
6,6,-4.11E-05,-2.54E-05,-4.53E-05
6,7,-4.21E-05,-3.03E-05,-4.61E-05
6,8,-4.50E-05,-3.37E-05,-4.61E-05
6,9,-4.88E-05,-3.58E-05,-4.68E-05
6,10,-5.16E-05,-3.57E-05,-4.98E-05
6,11,-5.33E-05,-3.32E-05,-5.45E-05
6,12,-5.49E-05,-2.93E-05,-5.81E-05
6,13,-5.65E-05,-2.58E-05,-5.82E-05
6,14,-5.76E-05,-2.26E-05,-5.31E-05
6,15,-5.76E-05,-1.74E-05,-4.56E-05
6,16,-5.64E-05,-1.09E-05,-4.15E-05
6,17,-5.39E-05,-7.42E-06,-4.10E-05
6,18,-4.94E-05,-9.37E-06,-4.00E-05
6,19,-4.36E-05,-1.50E-05,-3.68E-05
7,0,-3.98E-05,-2.02E-05,-3.19E-05
7,1,-3.79E-05,-2.30E-05,-2.62E-05
7,2,-3.58E-05,-2.45E-05,-2.19E-05
7,3,-3.48E-05,-2.58E-05,-2.16E-05
7,4,-3.59E-05,-2.78E-05,-2.43E-05
7,5,-3.73E-05,-3.12E-05,-2.66E-05
7,6,-3.83E-05,-3.46E-05,-2.67E-05
7,7,-3.96E-05,-3.58E-05,-2.61E-05
7,8,-4.05E-05,-3.48E-05,-2.61E-05
7,9,-4.00E-05,-3.34E-05,-2.66E-05
7,10,-3.87E-05,-3.35E-05,-2.67E-05
7,11,-3.80E-05,-3.49E-05,-2.75E-05
7,12,-3.82E-05,-3.48E-05,-3.10E-05
7,13,-3.90E-05,-3.12E-05,-3.66E-05
7,14,-4.11E-05,-2.66E-05,-4.06E-05
7,15,-4.44E-05,-2.34E-05,-4.24E-05
7,16,-4.72E-05,-2.12E-05,-4.57E-05
7,17,-4.92E-05,-2.04E-05,-4.96E-05
7,18,-5.18E-05,-2.16E-05,-5.04E-05
7,19,-5.51E-05,-2.35E-05,-4.85E-05
8,0,-5.83E-05,-2.40E-05,-4.62E-05
8,1,-6.08E-05,-2.22E-05,-4.51E-05
8,2,-6.28E-05,-2.03E-05,-4.52E-05
8,3,-6.39E-05,-2.02E-05,-4.61E-05
8,4,-6.46E-05,-2.02E-05,-4.68E-05
8,5,-6.52E-05,-2.00E-05,-4.71E-05
8,6,-6.49E-05,-2.02E-05,-4.81E-05
8,7,-6.38E-05,-1.91E-05,-5.03E-05
8,8,-6.31E-05,-1.70E-05,-5.25E-05
8,9,-6.25E-05,-1.68E-05,-5.25E-05
8,10,-6.14E-05,-1.95E-05,-4.83E-05
8,11,-5.95E-05,-2.32E-05,-4.32E-05
8,12,-5.75E-05,-2.51E-05,-4.32E-05
8,13,-5.71E-05,-2.45E-05,-4.78E-05
8,14,-5.92E-05,-2.36E-05,-5.16E-05
8,15,-6.26E-05,-2.52E-05,-5.26E-05
8,16,-6.55E-05,-2.83E-05,-5.31E-05
8,17,-6.68E-05,-3.03E-05,-5.52E-05
8,18,-6.65E-05,-3.16E-05,-5.87E-05
8,19,-6.47E-05,-3.32E-05,-6.27E-05
9,0,-6.09E-05,-3.43E-05,-6.68E-05
9,1,-5.60E-05,-3.52E-05,-6.94E-05
9,2,-5.19E-05,-3.62E-05,-6.96E-05
9,3,-4.89E-05,-3.70E-05,-6.86E-05
9,4,-4.57E-05,-3.70E-05,-6.77E-05
9,5,-4.08E-05,-3.60E-05,-6.71E-05
9,6,-3.56E-05,-3.44E-05,-6.62E-05
9,7,-3.25E-05,-3.23E-05,-6.44E-05
9,8,-3.14E-05,-2.93E-05,-6.06E-05
9,9,-3.12E-05,-2.56E-05,-5.69E-05
9,10,-3.16E-05,-2.27E-05,-5.60E-05
9,11,-3.25E-05,-2.05E-05,-5.67E-05
9,12,-3.37E-05,-1.95E-05,-5.65E-05
9,13,-3.58E-05,-2.12E-05,-5.61E-05
9,14,-3.90E-05,-2.42E-05,-5.64E-05
9,15,-4.22E-05,-2.63E-05,-5.65E-05
9,16,-4.34E-05,-2.74E-05,-5.59E-05
9,17,-4.21E-05,-2.67E-05,-5.49E-05
9,18,-3.92E-05,-2.43E-05,-5.43E-05
9,19,-3.65E-05,-2.16E-05,-5.40E-05
10,0,-3.45E-05,-1.97E-05,-5.26E-05
10,1,-3.38E-05,-1.94E-05,-5.03E-05
10,2,-3.48E-05,-2.10E-05,-4.96E-05
10,3,-3.61E-05,-2.38E-05,-4.98E-05
10,4,-3.57E-05,-2.68E-05,-4.82E-05
10,5,-3.43E-05,-3.01E-05,-4.60E-05
10,6,-3.41E-05,-3.26E-05,-4.65E-05
10,7,-3.57E-05,-3.30E-05,-4.96E-05
10,8,-3.76E-05,-3.27E-05,-5.02E-05
10,9,-3.89E-05,-3.33E-05,-4.77E-05
10,10,-3.96E-05,-3.41E-05,-4.69E-05
10,11,-3.98E-05,-3.47E-05,-4.74E-05
10,12,-4.02E-05,-3.51E-05,-4.51E-05
10,13,-4.21E-05,-3.41E-05,-4.13E-05
10,14,-4.50E-05,-3.17E-05,-3.89E-05
10,15,-4.74E-05,-2.92E-05,-3.85E-05
10,16,-4.82E-05,-2.74E-05,-4.00E-05
10,17,-4.75E-05,-2.66E-05,-4.20E-05
10,18,-4.82E-05,-2.64E-05,-4.23E-05
10,19,-5.15E-05,-2.60E-05,-4.09E-05
11,0,-5.47E-05,-2.62E-05,-3.99E-05
11,1,-5.70E-05,-2.62E-05,-4.12E-05
11,2,-5.99E-05,-2.58E-05,-4.43E-05
11,3,-6.38E-05,-2.58E-05,-4.79E-05
11,4,-6.80E-05,-2.61E-05,-5.14E-05
11,5,-7.15E-05,-2.59E-05,-5.34E-05
11,6,-7.36E-05,-2.52E-05,-5.29E-05
11,7,-7.29E-05,-2.44E-05,-5.21E-05
11,8,-6.98E-05,-2.34E-05,-5.25E-05
11,9,-6.67E-05,-2.21E-05,-5.18E-05
11,10,-6.38E-05,-2.06E-05,-4.91E-05
11,11,-6.05E-05,-1.94E-05,-4.67E-05
11,12,-5.78E-05,-1.93E-05,-4.61E-05
11,13,-5.63E-05,-1.97E-05,-4.66E-05
11,14,-5.58E-05,-1.93E-05,-4.65E-05
11,15,-5.65E-05,-1.79E-05,-4.62E-05
11,16,-5.69E-05,-1.69E-05,-4.71E-05
11,17,-5.55E-05,-1.77E-05,-4.96E-05
11,18,-5.42E-05,-2.03E-05,-5.35E-05
11,19,-5.47E-05,-2.26E-05,-5.72E-05
12,0,-5.45E-05,-2.28E-05,-5.86E-05
12,1,-5.31E-05,-2.21E-05,-5.83E-05
12,2,-5.27E-05,-2.31E-05,-5.83E-05
12,3,-5.27E-05,-2.44E-05,-5.96E-05
12,4,-5.09E-05,-2.40E-05,-6.13E-05
12,5,-4.72E-05,-2.34E-05,-6.26E-05
12,6,-4.32E-05,-2.45E-05,-6.33E-05
12,7,-4.02E-05,-2.65E-05,-6.34E-05
12,8,-3.75E-05,-2.82E-05,-6.31E-05
12,9,-3.60E-05,-2.88E-05,-6.31E-05
12,10,-3.67E-05,-2.82E-05,-6.43E-05
12,11,-3.71E-05,-2.80E-05,-6.62E-05
12,12,-3.57E-05,-2.83E-05,-6.75E-05
12,13,-3.36E-05,-2.81E-05,-6.74E-05
12,14,-3.09E-05,-2.78E-05,-6.60E-05
12,15,-2.83E-05,-2.81E-05,-6.37E-05
12,16,-2.77E-05,-2.85E-05,-6.18E-05
12,17,-2.81E-05,-2.82E-05,-6.34E-05
12,18,-2.68E-05,-2.76E-05,-6.80E-05
12,19,-2.45E-05,-2.76E-05,-6.94E-05
13,0,-2.29E-05,-2.72E-05,-6.59E-05
13,1,-2.27E-05,-2.53E-05,-6.23E-05
13,2,-2.35E-05,-2.43E-05,-6.07E-05
13,3,-2.47E-05,-2.56E-05,-6.05E-05
13,4,-2.51E-05,-2.72E-05,-6.14E-05
13,5,-2.48E-05,-2.71E-05,-6.25E-05
13,6,-2.40E-05,-2.55E-05,-6.22E-05
13,7,-2.28E-05,-2.33E-05,-6.06E-05
13,8,-2.25E-05,-2.22E-05,-5.93E-05
13,9,-2.52E-05,-2.35E-05,-5.87E-05
13,10,-2.95E-05,-2.45E-05,-5.70E-05
13,11,-3.16E-05,-2.29E-05,-5.40E-05
13,12,-3.14E-05,-2.07E-05,-5.19E-05
13,13,-3.13E-05,-2.03E-05,-5.04E-05
13,14,-3.12E-05,-2.12E-05,-4.77E-05
13,15,-2.95E-05,-2.23E-05,-4.48E-05
13,16,-2.59E-05,-2.39E-05,-4.32E-05
13,17,-2.20E-05,-2.66E-05,-4.30E-05
13,18,-1.98E-05,-3.08E-05,-4.22E-05
13,19,-1.98E-05,-3.56E-05,-3.92E-05
14,0,-2.09E-05,-3.93E-05,-3.46E-05
14,1,-2.20E-05,-4.06E-05,-3.16E-05
14,2,-2.33E-05,-4.08E-05,-3.14E-05
14,3,-2.48E-05,-4.11E-05,-3.20E-05
14,4,-2.56E-05,-4.16E-05,-3.30E-05
14,5,-2.56E-05,-4.13E-05,-3.44E-05
14,6,-2.69E-05,-3.93E-05,-3.53E-05
14,7,-3.12E-05,-3.60E-05,-3.52E-05
14,8,-3.69E-05,-3.34E-05,-3.47E-05
14,9,-4.20E-05,-3.35E-05,-3.29E-05
14,10,-4.48E-05,-3.52E-05,-3.08E-05
14,11,-4.47E-05,-3.51E-05,-3.11E-05
14,12,-4.38E-05,-3.22E-05,-3.30E-05
14,13,-4.43E-05,-2.80E-05,-3.38E-05
14,14,-4.58E-05,-2.44E-05,-3.35E-05
14,15,-4.73E-05,-2.24E-05,-3.28E-05
14,16,-4.93E-05,-2.25E-05,-3.22E-05
14,17,-5.11E-05,-2.35E-05,-3.46E-05
14,18,-5.09E-05,-2.37E-05,-3.98E-05
14,19,-4.97E-05,-2.30E-05,-4.27E-05
15,0,-4.92E-05,-2.38E-05,-4.23E-05
15,1,-4.95E-05,-2.71E-05,-4.21E-05
15,2,-4.98E-05,-2.92E-05,-4.24E-05
15,3,-5.01E-05,-2.63E-05,-4.05E-05
15,4,-5.10E-05,-2.01E-05,-3.64E-05
15,5,-5.41E-05,-1.71E-05,-3.31E-05
15,6,-5.91E-05,-2.04E-05,-3.23E-05
15,7,-6.33E-05,-2.60E-05,-3.20E-05
15,8,-6.49E-05,-2.82E-05,-2.97E-05
15,9,-6.53E-05,-2.65E-05,-2.58E-05
15,10,-6.65E-05,-2.45E-05,-2.37E-05
15,11,-6.91E-05,-2.43E-05,-2.49E-05
15,12,-7.27E-05,-2.41E-05,-2.77E-05
15,13,-7.71E-05,-2.17E-05,-3.04E-05
15,14,-8.13E-05,-1.86E-05,-3.22E-05
15,15,-8.40E-05,-1.83E-05,-3.33E-05
15,16,-8.48E-05,-2.18E-05,-3.57E-05
15,17,-8.42E-05,-2.68E-05,-3.95E-05
15,18,-8.24E-05,-3.06E-05,-4.24E-05
15,19,-7.94E-05,-3.25E-05,-4.43E-05
16,0,-7.54E-05,-3.28E-05,-4.61E-05
16,1,-7.19E-05,-3.20E-05,-4.69E-05
16,2,-7.01E-05,-3.13E-05,-4.64E-05
16,3,-7.00E-05,-3.14E-05,-4.63E-05
16,4,-7.03E-05,-3.14E-05,-4.87E-05
16,5,-6.92E-05,-2.96E-05,-5.41E-05
16,6,-6.66E-05,-2.74E-05,-5.93E-05
16,7,-6.33E-05,-2.77E-05,-6.08E-05
16,8,-6.07E-05,-3.05E-05,-5.90E-05
16,9,-5.98E-05,-3.27E-05,-5.74E-05
16,10,-6.10E-05,-3.18E-05,-5.74E-05
16,11,-6.34E-05,-2.88E-05,-5.73E-05
16,12,-6.51E-05,-2.66E-05,-5.46E-05
16,13,-6.52E-05,-2.69E-05,-5.05E-05
16,14,-6.41E-05,-2.88E-05,-4.88E-05
16,15,-6.20E-05,-3.04E-05,-4.95E-05
16,16,-5.99E-05,-3.13E-05,-4.94E-05
16,17,-5.91E-05,-3.16E-05,-4.67E-05
16,18,-6.02E-05,-3.11E-05,-4.30E-05
16,19,-6.23E-05,-3.02E-05,-4.01E-05
17,0,-6.42E-05,-3.00E-05,-3.82E-05
17,1,-6.57E-05,-3.01E-05,-3.75E-05
17,2,-6.66E-05,-2.93E-05,-3.82E-05
17,3,-6.49E-05,-2.79E-05,-3.74E-05
17,4,-6.10E-05,-2.65E-05,-3.53E-05
17,5,-5.81E-05,-2.49E-05,-3.61E-05
17,6,-5.72E-05,-2.28E-05,-4.03E-05
17,7,-5.64E-05,-2.05E-05,-4.54E-05
17,8,-5.41E-05,-1.82E-05,-5.01E-05
17,9,-5.16E-05,-1.63E-05,-5.42E-05
17,10,-5.05E-05,-1.49E-05,-5.77E-05
17,11,-5.00E-05,-1.39E-05,-6.05E-05
17,12,-4.88E-05,-1.43E-05,-6.18E-05
17,13,-4.67E-05,-1.55E-05,-6.25E-05
17,14,-4.44E-05,-1.65E-05,-6.30E-05
17,15,-4.30E-05,-1.66E-05,-6.21E-05
17,16,-4.24E-05,-1.58E-05,-6.13E-05
17,17,-4.31E-05,-1.49E-05,-6.29E-05
17,18,-4.53E-05,-1.49E-05,-6.64E-05
17,19,-4.76E-05,-1.57E-05,-7.03E-05
18,0,-4.88E-05,-1.61E-05,-7.37E-05
18,1,-4.92E-05,-1.54E-05,-7.62E-05
18,2,-4.98E-05,-1.39E-05,-7.69E-05
18,3,-5.08E-05,-1.29E-05,-7.57E-05
18,4,-5.12E-05,-1.34E-05,-7.41E-05
18,5,-5.08E-05,-1.44E-05,-7.45E-05
18,6,-5.01E-05,-1.43E-05,-7.64E-05
18,7,-4.96E-05,-1.33E-05,-7.62E-05
18,8,-4.93E-05,-1.26E-05,-7.22E-05
18,9,-4.84E-05,-1.27E-05,-6.59E-05
18,10,-4.66E-05,-1.38E-05,-5.85E-05
18,11,-4.49E-05,-1.56E-05,-5.07E-05
18,12,-4.49E-05,-1.70E-05,-4.45E-05
18,13,-4.57E-05,-1.82E-05,-4.03E-05
18,14,-4.58E-05,-1.91E-05,-3.74E-05
18,15,-4.51E-05,-1.91E-05,-3.60E-05
18,16,-4.40E-05,-1.82E-05,-3.51E-05
18,17,-4.18E-05,-1.75E-05,-3.18E-05
18,18,-3.92E-05,-1.69E-05,-2.64E-05
18,19,-3.86E-05,-1.68E-05,-2.23E-05
19,0,-4.01E-05,-1.77E-05,-1.98E-05
19,1,-4.15E-05,-1.93E-05,-1.77E-05
19,2,-4.21E-05,-2.05E-05,-1.65E-05
19,3,-4.27E-05,-1.98E-05,-1.68E-05
19,4,-4.42E-05,-1.66E-05,-1.83E-05
19,5,-4.61E-05,-1.24E-05,-2.05E-05
19,6,-4.68E-05,-1.01E-05,-2.24E-05
19,7,-4.45E-05,-1.03E-05,-2.37E-05
19,8,-4.00E-05,-1.10E-05,-2.42E-05
19,9,-3.69E-05,-1.03E-05,-2.31E-05
19,10,-3.64E-05,-9.01E-06,-2.03E-05
19,11,-3.58E-05,-8.47E-06,-1.82E-05
19,12,-3.33E-05,-9.14E-06,-1.86E-05
19,13,-2.99E-05,-1.02E-05,-2.17E-05
19,14,-2.78E-05,-1.10E-05,-2.67E-05
19,15,-2.74E-05,-1.14E-05,-3.19E-05
19,16,-2.80E-05,-1.19E-05,-3.47E-05
19,17,-2.91E-05,-1.38E-05,-3.46E-05
19,18,-3.03E-05,-1.75E-05,-3.45E-05
19,19,-3.05E-05,-2.15E-05,-3.71E-05
20,0,-2.96E-05,-2.46E-05,-4.07E-05
20,1,-2.89E-05,-2.65E-05,-4.30E-05
20,2,-2.92E-05,-2.72E-05,-4.53E-05
20,3,-3.04E-05,-2.71E-05,-4.78E-05
20,4,-3.19E-05,-2.64E-05,-4.93E-05
20,5,-3.26E-05,-2.56E-05,-5.15E-05
20,6,-3.08E-05,-2.55E-05,-5.56E-05
20,7,-2.74E-05,-2.67E-05,-6.01E-05
20,8,-2.54E-05,-2.65E-05,-6.31E-05
20,9,-2.60E-05,-2.27E-05,-6.40E-05
20,10,-2.80E-05,-1.68E-05,-6.37E-05
20,11,-3.03E-05,-1.24E-05,-6.37E-05
20,12,-3.17E-05,-1.23E-05,-6.37E-05
20,13,-3.11E-05,-1.71E-05,-6.30E-05
20,14,-2.89E-05,-2.40E-05,-6.12E-05
20,15,-2.71E-05,-2.87E-05,-5.93E-05
20,16,-2.57E-05,-3.01E-05,-5.69E-05
20,17,-2.56E-05,-2.91E-05,-5.39E-05
20,18,-2.89E-05,-2.70E-05,-5.08E-05
20,19,-3.49E-05,-2.52E-05,-4.66E-05
21,0,-4.02E-05,-2.56E-05,-4.15E-05
21,1,-4.43E-05,-2.84E-05,-3.82E-05
21,2,-4.77E-05,-3.09E-05,-3.71E-05
21,3,-5.03E-05,-3.03E-05,-3.46E-05
21,4,-5.14E-05,-2.82E-05,-2.90E-05
21,5,-5.12E-05,-2.77E-05,-2.36E-05
21,6,-5.03E-05,-2.92E-05,-2.28E-05
21,7,-4.81E-05,-3.20E-05,-2.54E-05
21,8,-4.53E-05,-3.54E-05,-2.69E-05
21,9,-4.46E-05,-3.75E-05,-2.54E-05
21,10,-4.50E-05,-3.82E-05,-2.35E-05
21,11,-4.29E-05,-3.87E-05,-2.35E-05
21,12,-4.11E-05,-3.85E-05,-2.30E-05
21,13,-4.28E-05,-3.75E-05,-2.08E-05
21,14,-4.43E-05,-3.77E-05,-2.03E-05
21,15,-4.38E-05,-3.94E-05,-2.24E-05
21,16,-4.40E-05,-4.09E-05,-2.52E-05
21,17,-4.57E-05,-4.16E-05,-2.87E-05
21,18,-4.83E-05,-4.15E-05,-3.28E-05
21,19,-5.17E-05,-4.11E-05,-3.65E-05
22,0,-5.54E-05,-4.18E-05,-4.01E-05
22,1,-5.82E-05,-4.44E-05,-4.31E-05
22,2,-5.97E-05,-4.68E-05,-4.44E-05
22,3,-6.05E-05,-4.64E-05,-4.53E-05
22,4,-6.08E-05,-4.35E-05,-4.73E-05
22,5,-6.07E-05,-4.19E-05,-4.96E-05
22,6,-6.09E-05,-4.33E-05,-5.16E-05
22,7,-6.21E-05,-4.57E-05,-5.42E-05
22,8,-6.31E-05,-4.67E-05,-5.73E-05
22,9,-6.30E-05,-4.56E-05,-5.81E-05
22,10,-6.19E-05,-4.42E-05,-5.41E-05
22,11,-6.01E-05,-4.48E-05,-4.76E-05
22,12,-5.72E-05,-4.72E-05,-4.33E-05
22,13,-5.38E-05,-4.99E-05,-4.36E-05
22,14,-5.10E-05,-5.15E-05,-4.57E-05
22,15,-5.01E-05,-5.19E-05,-4.69E-05
22,16,-5.13E-05,-5.16E-05,-4.84E-05
22,17,-5.34E-05,-5.13E-05,-4.97E-05
22,18,-5.46E-05,-5.12E-05,-4.89E-05
22,19,-5.38E-05,-5.06E-05,-4.81E-05
23,0,-5.19E-05,-4.85E-05,-4.88E-05
23,1,-5.21E-05,-4.48E-05,-4.75E-05
23,2,-5.41E-05,-4.09E-05,-4.48E-05
23,3,-5.44E-05,-3.79E-05,-4.42E-05
23,4,-5.20E-05,-3.57E-05,-4.50E-05
23,5,-4.86E-05,-3.47E-05,-4.56E-05
23,6,-4.65E-05,-3.54E-05,-4.64E-05
23,7,-4.73E-05,-3.70E-05,-4.76E-05
23,8,-5.10E-05,-3.84E-05,-4.85E-05
23,9,-5.58E-05,-3.83E-05,-4.76E-05
23,10,-5.87E-05,-3.54E-05,-4.58E-05
23,11,-5.84E-05,-3.14E-05,-4.50E-05
23,12,-5.64E-05,-3.10E-05,-4.57E-05
23,13,-5.47E-05,-3.36E-05,-4.74E-05
23,14,-5.44E-05,-3.51E-05,-4.83E-05
23,15,-5.53E-05,-3.49E-05,-4.62E-05
23,16,-5.60E-05,-3.45E-05,-4.22E-05
23,17,-5.48E-05,-3.41E-05,-3.97E-05
23,18,-5.21E-05,-3.23E-05,-4.00E-05
23,19,-5.00E-05,-2.97E-05,-4.21E-05
24,0,-5.11E-05,-2.78E-05,-4.53E-05
24,1,-5.52E-05,-2.65E-05,-4.94E-05
24,2,-5.95E-05,-2.39E-05,-5.44E-05
24,3,-6.17E-05,-1.98E-05,-5.98E-05
24,4,-6.16E-05,-1.63E-05,-6.29E-05
24,5,-6.00E-05,-1.38E-05,-6.19E-05
24,6,-5.84E-05,-1.10E-05,-6.02E-05
24,7,-5.84E-05,-8.46E-06,-6.15E-05
24,8,-5.90E-05,-7.49E-06,-6.39E-05
24,9,-5.82E-05,-7.22E-06,-6.61E-05
24,10,-5.58E-05,-6.68E-06,-6.79E-05
24,11,-5.30E-05,-5.75E-06,-6.71E-05
24,12,-4.99E-05,-4.53E-06,-6.38E-05
24,13,-4.69E-05,-3.62E-06,-6.10E-05
24,14,-4.49E-05,-3.89E-06,-6.03E-05
24,15,-4.40E-05,-5.27E-06,-6.04E-05
24,16,-4.37E-05,-6.74E-06,-6.00E-05
24,17,-4.32E-05,-7.56E-06,-6.00E-05
24,18,-4.26E-05,-7.88E-06,-5.98E-05
24,19,-4.27E-05,-7.89E-06,-5.68E-05
25,0,-4.25E-05,-6.89E-06,-5.19E-05
25,1,-4.10E-05,-4.99E-06,-4.89E-05
25,2,-3.90E-05,-4.15E-06,-4.85E-05
25,3,-3.79E-05,-4.89E-06,-4.97E-05
25,4,-3.78E-05,-5.84E-06,-5.09E-05
25,5,-3.79E-05,-6.92E-06,-5.09E-05
25,6,-3.70E-05,-8.85E-06,-5.02E-05
25,7,-3.53E-05,-1.16E-05,-5.02E-05
25,8,-3.37E-05,-1.51E-05,-5.02E-05
25,9,-3.26E-05,-1.80E-05,-4.91E-05
25,10,-3.11E-05,-1.86E-05,-4.78E-05
25,11,-2.88E-05,-1.81E-05,-4.76E-05
25,12,-2.59E-05,-2.01E-05,-4.88E-05
25,13,-2.41E-05,-2.42E-05,-5.14E-05
25,14,-2.43E-05,-2.80E-05,-5.41E-05
25,15,-2.42E-05,-3.13E-05,-5.48E-05
25,16,-2.37E-05,-3.35E-05,-5.24E-05
25,17,-2.51E-05,-3.25E-05,-4.76E-05
